comments,duration,languages,published_date,date,tags,views,year,month,name,url
45,745,25,1452009658,2016-01-05,"['TEDx', 'algorithm', 'brain', 'data', 'decision-making', 'intelligence', 'media', 'technology']",1468497,2016,Jan,Sebastian Wernicke,"https://www.ted.com/talks/sebastian_wernicke_how_to_use_data_to_make_a_hit_tv_show
"
92,325,44,1452098971,2016-01-06,"['Planets', 'TED Fellows', 'art', 'astrobiology', 'astronomy', 'children', 'computers', 'education', 'exploration', 'extraterrestrial life', 'future', 'life', 'space', 'technology', 'telescopes', 'universe', 'women']",1526242,2016,Jan,Aomawa Shields,"https://www.ted.com/talks/aomawa_shields_how_we_ll_find_life_on_other_planets
"
43,817,21,1452184818,2016-01-07,"['TEDx', 'chemistry', 'climate change', 'design', 'engineering', 'environment', 'future', 'global issues', 'industrial design', 'infrastructure', 'innovation', 'population', 'public health', 'sustainability', 'urban planning', 'water']",1013976,2016,Jan,David Sedlak,"https://www.ted.com/talks/david_sedlak_4_ways_we_can_avoid_a_catastrophic_drought
"
150,588,43,1452269020,2016-01-08,"['comedy', 'communication', 'curiosity', 'humor', 'technology']",20475972,2016,Jan,James Veitch,"https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
"
48,932,31,1452530143,2016-01-11,"['cognitive science', 'collaboration', 'composing', 'creativity', 'innovation', 'music', 'potential', 'psychology', 'success', 'work']",2435682,2016,Jan,Tim Harford,"https://www.ted.com/talks/tim_harford_how_messy_problems_can_inspire_creativity
"
96,787,18,1452616502,2016-01-12,"['TEDx', 'big problems', 'community', 'crime', 'faith', 'law', 'peace', 'policy', 'security', 'society', 'violence']",982439,2016,Jan,Melvin Russell,"https://www.ted.com/talks/melvin_russell_i_love_being_a_police_officer_but_we_need_reform
"
67,814,29,1452699926,2016-01-13,"['Egypt', 'Internet', 'Middle East', 'activism', 'big problems', 'collaboration', 'communication', 'computers', 'democracy', 'entrepreneur', 'government', 'innovation', 'media', 'politics', 'social change', 'social media', 'society', 'state-building', 'web']",1286663,2016,Jan,Wael Ghonim,"https://www.ted.com/talks/wael_ghonim_let_s_design_social_media_that_drives_real_change
"
72,986,24,1452788523,2016-01-14,"['architecture', 'cities', 'collaboration', 'community', 'creativity', 'design', 'engineering', 'environment', 'industrial design', 'innovation', 'productivity', 'public spaces', 'technology', 'urban planning', 'work']",2079266,2016,Jan,Ole Scheeren,"https://www.ted.com/talks/ole_scheeren_why_great_architecture_should_tell_a_story
"
25,409,36,1452874130,2016-01-15,"['TEDYouth', 'adventure', 'climate change', 'curiosity', 'ecology', 'environment', 'exploration', 'green', 'nature', 'plants', 'robots', 'science', 'sustainability', 'technology', 'water']",1468644,2016,Jan,Jill Heinerth,"https://www.ted.com/talks/jill_heinerth_the_mysterious_world_of_underwater_caves
"
52,836,25,1453220281,2016-01-19,"['Africa', 'Bioethics', 'agriculture', 'biology', 'biotech', 'botany', 'chemistry', 'climate change', 'environment', 'food', 'garden', 'genetics', 'global issues', 'microbiology', 'nature', 'plants', 'potential', 'science', 'sustainability', 'water', 'weather']",1332162,2016,Jan,Jill Farrant,"https://www.ted.com/talks/jill_farrant_how_we_can_make_crops_survive_without_water
"
90,656,30,1453305966,2016-01-20,"['AI', 'TEDYouth', 'TEDx', 'algorithm', 'composing', 'computers', 'creativity', 'identity', 'language', 'literature', 'poetry', 'technology', 'writing']",764500,2016,Jan,Oscar Schwartz,"https://www.ted.com/talks/oscar_schwartz_can_a_computer_write_poetry
"
56,437,28,1453391376,2016-01-21,"['Africa', 'agriculture', 'botany', 'business', 'creativity', 'environment', 'green', 'innovation', 'materials', 'nature', 'plants', 'potential', 'product design', 'sustainability', 'water', 'women in business']",1716203,2016,Jan,Achenyo Idachaba,"https://www.ted.com/talks/achenyo_idachaba_how_i_turned_a_deadly_plant_into_a_thriving_business
"
44,1053,23,1453479995,2016-01-22,"['Christianity', 'God', 'art', 'beauty', 'creativity', 'culture', 'history', 'museums', 'painting', 'religion', 'visualizations']",1477852,2016,Jan,Elizabeth Lev,"https://www.ted.com/talks/elizabeth_lev_the_unheard_story_of_the_sistine_chapel
"
299,1191,33,1453739537,2016-01-25,"['Europe', 'United States', 'activism', 'big problems', 'business', 'capitalism', 'democracy', 'economics', 'finance', 'global issues', 'government', 'investment', 'money', 'politics', 'society']",2269380,2016,Jan,Yanis Varoufakis,"https://www.ted.com/talks/yanis_varoufakis_capitalism_will_eat_democracy_unless_we_speak_up
"
19,834,21,1453825775,2016-01-26,"['adventure', 'beauty', 'biodiversity', 'biology', 'environment', 'exploration', 'fish', 'life', 'mission blue', 'nature', 'neuroscience', 'oceans', 'photography', 'science', 'submarine', 'water']",1853424,2016,Jan,David Gruber,"https://www.ted.com/talks/david_gruber_glow_in_the_dark_sharks_and_other_stunning_sea_creatures
"
64,1085,22,1453908920,2016-01-27,"['Debate', 'TEDx', 'activism', 'biotech', 'cancer', 'genetics', 'government', 'health', 'health care', 'innovation', 'law', 'medical research', 'medicine', 'nature', 'pharmaceuticals', 'policy', 'public health', 'science', 'society', 'technology']",1059854,2016,Jan,Tania Simoncelli,"https://www.ted.com/talks/tania_simoncelli_should_you_be_able_to_patent_a_human_gene
"
24,850,22,1453999043,2016-01-28,"['animals', 'biology', 'biomechanics', 'biotech', 'design', 'engineering', 'future', 'innovation', 'invention', 'nature', 'neuroscience', 'physics', 'robots', 'technology']",1805637,2016,Jan,Auke Ijspeert,"https://www.ted.com/talks/auke_ijspeert_a_robot_that_runs_and_swims_like_a_salamander
"
105,660,29,1454083942,2016-01-29,"['activism', 'big problems', 'consumerism', 'education', 'environment', 'future', 'global development', 'materials', 'oceans', 'plastic', 'pollution', 'sustainability', 'youth']",1219306,2016,Jan,Melati and Isabel Wijsen,"https://www.ted.com/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali
"
67,663,30,1454342937,2016-02-01,"['Internet', 'TEDx', 'algorithm', 'code', 'computers', 'creativity', 'design', 'education', 'future', 'parenting', 'product design', 'programming', 'software', 'storytelling', 'technology', 'web']",1617536,2016,Feb,Linda Liukas,"https://www.ted.com/talks/linda_liukas_a_delightful_way_to_teach_kids_about_computers
"
42,949,21,1454428545,2016-02-02,"['Bioethics', 'South America', 'adventure', 'beauty', 'chemistry', 'ecology', 'environment', 'exploration', 'geology', 'motivation', 'nature', 'rivers', 'science']",1198546,2016,Feb,Andrés Ruzo,"https://www.ted.com/talks/andres_ruzo_the_mythical_boiling_river_of_the_amazon
"
129,564,38,1454516314,2016-02-03,"['Addiction', 'TEDMED', 'brain', 'choice', 'cognitive science', 'curiosity', 'decision-making', 'health', 'illness', 'meditation', 'mental health', 'mind', 'mindfulness', 'motivation', 'nature', 'neuroscience', 'obesity', 'personal growth', 'science']",8107178,2016,Feb,Judson Brewer,"https://www.ted.com/talks/judson_brewer_a_simple_way_to_break_a_bad_habit
"
20,577,32,1454602214,2016-02-04,"['Africa', 'big problems', 'disease', 'ebola', 'future', 'genetics', 'global issues', 'health', 'humanity', 'illness', 'innovation', 'medical research', 'medicine', 'pandemic', 'public health', 'science']",1169214,2016,Feb,Pardis Sabeti,"https://www.ted.com/talks/pardis_sabeti_how_we_ll_fight_the_next_deadly_virus
"
38,852,24,1454687635,2016-02-05,"['TEDx', 'bullying', 'community', 'disability', 'health', 'identity', 'inequality', 'motivation', 'personal growth', 'play', 'potential', 'self', 'social change', 'sports']",1074684,2016,Feb,Matthew Williams,"https://www.ted.com/talks/matthew_williams_special_olympics_let_me_be_myself_a_champion
"
169,844,20,1454947702,2016-02-08,"['United States', 'business', 'capitalism', 'china', 'democracy', 'economics', 'finance', 'future', 'global development', 'global issues', 'government', 'money', 'policy', 'society']",1440785,2016,Feb,Dambisa Moyo,"https://www.ted.com/talks/dambisa_moyo_economic_growth_has_stalled_let_s_fix_it
"
58,562,22,1455033800,2016-02-09,"['TEDx', 'collaboration', 'computers', 'creativity', 'design', 'engineering', 'future', 'industrial design', 'innovation', 'invention', 'materials', 'potential', 'product design', 'technology']",1406128,2016,Feb,Sean Follmer,"https://www.ted.com/talks/sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it
"
36,727,25,1455119227,2016-02-10,"['TEDx', 'ancient world', 'archaeology', 'books', 'computers', 'creativity', 'culture', 'history', 'library', 'literature', 'science', 'society', 'technology']",761052,2016,Feb,Gregory Heyworth,"https://www.ted.com/talks/gregory_heyworth_how_i_m_discovering_the_secrets_of_ancient_texts
"
110,918,22,1455206017,2016-02-11,"['big problems', 'biodiversity', 'business', 'consumerism', 'ecology', 'environment', 'fish', 'food', 'global issues', 'innovation', 'mission blue', 'oceans', 'sustainability']",1184159,2016,Feb,Mike Velings,"https://www.ted.com/talks/mike_velings_the_case_for_fish_farming
"
114,876,20,1455293021,2016-02-12,"['Slavery', 'activism', 'big problems', 'disease', 'health', 'health care', 'illness', 'inequality', 'law', 'medical research', 'medicine', 'public health', 'race', 'social change', 'society', 'sociology']",1008812,2016,Feb,Dorothy Roberts,"https://www.ted.com/talks/dorothy_roberts_the_problem_with_race_based_medicine
"
102,694,33,1455552608,2016-02-15,"['Surgery', 'brain', 'health', 'medical research', 'medicine', 'mind', 'neuroscience', 'science']",2152900,2016,Feb,Jocelyne Bloch,"https://www.ted.com/talks/jocelyne_bloch_the_brain_may_be_able_to_repair_itself_with_help
"
215,704,39,1455639401,2016-02-16,"['TEDx', 'communication', 'interview', 'language', 'personal growth']",8444981,2016,Feb,Celeste Headlee,"https://www.ted.com/talks/celeste_headlee_10_ways_to_have_a_better_conversation
"
143,1124,29,1455725045,2016-02-17,"['children', 'creativity', 'culture', 'decision-making', 'family', 'identity', 'motivation', 'parenting', 'personal growth', 'television', 'work', 'work-life balance', 'writing']",3148366,2016,Feb,Shonda Rhimes,"https://www.ted.com/talks/shonda_rhimes_my_year_of_saying_yes_to_everything
"
150,658,32,1455814177,2016-02-18,"['astronomy', 'cosmos', 'curiosity', 'exploration', 'nature', 'physics', 'science', 'space', 'technology', 'universe']",2233265,2016,Feb,Allan Adams,"https://www.ted.com/talks/allan_adams_what_the_discovery_of_gravitational_waves_means
"
61,695,26,1455897802,2016-02-19,"['beauty', 'creativity', 'demo', 'design', 'drones', 'flight', 'future', 'invention', 'technology']",2560359,2016,Feb,Raffaello D'Andrea,"https://www.ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future
"
362,1520,27,1456157793,2016-02-22,"['alternative energy', 'climate change', 'energy', 'science', 'weather']",1624248,2016,Feb,Al Gore,"https://www.ted.com/talks/al_gore_the_case_for_optimism_on_climate_change
"
422,976,31,1456243722,2016-02-23,"['Islam', 'United States', 'culture', 'faith']",2520181,2016,Feb,Dalia Mogahed,"https://www.ted.com/talks/dalia_mogahed_what_do_you_think_when_you_look_at_me
"
17,754,27,1456330901,2016-02-24,"['business', 'finance', 'social change', 'sustainability']",1677370,2016,Feb,Audrey Choi,"https://www.ted.com/talks/audrey_choi_how_to_make_a_profit_while_making_a_difference
"
57,829,22,1456416163,2016-02-25,"['AIDS', 'Africa', 'TEDMED', 'United States', 'big problems', 'disease', 'global issues', 'government', 'health', 'health care', 'illness', 'inequality', 'medical research', 'medicine', 'public health', 'race', 'social change', 'virus']",1072558,2016,Feb,Mary Bassett,"https://www.ted.com/talks/mary_bassett_why_your_doctor_should_care_about_social_justice
"
184,710,23,1456500512,2016-02-26,"['Gender spectrum', 'LGBT', 'TEDx', 'Transgender', 'design', 'future', 'gender', 'identity', 'social change', 'storytelling']",1546530,2016,Feb,Ivan Coyote,"https://www.ted.com/talks/ivan_coyote_why_we_need_gender_neutral_bathrooms
"
36,610,30,1456761270,2016-02-29,"['adventure', 'animals', 'beauty', 'biodiversity', 'conservation', 'curiosity', 'ecology', 'environment', 'exploration', 'fish', 'future', 'global issues', 'mission blue', 'nature', 'oceans', 'photography', 'science and art', 'sustainability', 'water']",901880,2016,Feb,Thomas Peschak,"https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world
"
26,330,28,1456848292,2016-03-01,"['TEDYouth', 'beauty', 'community', 'creativity', 'entertainment', 'materials', 'public spaces', 'street art']",1260939,2016,Mar,Magda Sayeg,"https://www.ted.com/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement
"
68,881,31,1456935488,2016-03-02,"['Internet', 'TEDMED', 'big problems', 'complexity', 'curiosity', 'data', 'depression', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'pharmaceuticals', 'potential', 'science']",1587090,2016,Mar,Russ Altman,"https://www.ted.com/talks/russ_altman_what_really_happens_when_you_mix_medications
"
139,1089,24,1457022586,2016-03-03,"['Europe', 'Middle East', 'Syria', 'big problems', 'disaster relief', 'economics', 'failure', 'fear', 'future', 'global issues', 'government', 'policy', 'potential', 'refugees', 'security', 'social change']",823110,2016,Mar,Alexander Betts,"https://www.ted.com/talks/alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it
"
171,1158,23,1457106548,2016-03-04,"['Brand', 'Internet', 'business', 'cars', 'china', 'cities', 'driverless cars', 'economics', 'entrepreneur', 'environment', 'future', 'green', 'india', 'innovation', 'invention', 'investment', 'mobility', 'pollution', 'potential', 'society', 'software', 'sustainability', 'technology', 'transportation', 'web']",1587546,2016,Mar,Travis Kalanick,"https://www.ted.com/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars
"
138,759,35,1457351945,2016-03-07,"['children', 'code', 'computers', 'education', 'future', 'inequality', 'innovation', 'motivation', 'personal growth', 'potential', 'programming', 'social change', 'software', 'teaching', 'women']",3325490,2016,Mar,Reshma Saujani,"https://www.ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection
"
83,955,23,1457453154,2016-03-08,"['Vaccines', 'agriculture', 'biomechanics', 'biotech', 'botany', 'chemistry', 'climate change', 'collaboration', 'data', 'design', 'ebola', 'ecology', 'education', 'engineering', 'environment', 'food', 'future', 'garden', 'green', 'innovation', 'nature', 'open-source', 'potential', 'science', 'software', 'sustainability', 'technology', 'virus', 'water']",1589527,2016,Mar,Caleb Harper,"https://www.ted.com/talks/caleb_harper_this_computer_will_grow_your_food_in_the_future
"
28,681,23,1457539457,2016-03-09,"['TEDx', 'adventure', 'ancient world', 'animals', 'beauty', 'biodiversity', 'biology', 'chemistry', 'climate change', 'ecology', 'environment', 'exploration', 'future', 'history', 'life', 'nature', 'oceans', 'science', 'water']",1487112,2016,Mar,Laura Robinson,"https://www.ted.com/talks/laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor
"
50,417,32,1457625331,2016-03-10,"['TEDx', 'creativity', 'curiosity', 'design', 'empathy', 'family', 'illusion', 'india', 'innovation', 'invention', 'mobility', 'motivation', 'product design', 'simplicity']",854226,2016,Mar,Mileha Soneji,"https://www.ted.com/talks/mileha_soneji_simple_hacks_for_life_with_parkinson_s
"
89,1134,28,1457697825,2016-03-11,"['Buddhism', 'alternative energy', 'beauty', 'big problems', 'climate change', 'democracy', 'ecology', 'economics', 'environment', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'green', 'happiness', 'humanity', 'innovation', 'nature', 'pollution', 'sustainability', 'trees', 'world cultures']",1954438,2016,Mar,Tshering Tobgay,"https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative
"
120,1099,25,1457722800,2016-03-11,"['God', 'big problems', 'business', 'capitalism', 'community', 'education', 'faith', 'inequality', 'social change', 'society']",1399811,2016,Mar,Casey Gerald,"https://www.ted.com/talks/casey_gerald_the_gospel_of_doubt
"
77,951,29,1457968831,2016-03-14,"['behavioral economics', 'business', 'collaboration', 'community', 'culture', 'design', 'economics', 'entrepreneur', 'future', 'innovation', 'potential', 'privacy', 'product design', 'social change', 'technology', 'trust', 'urban planning']",2019969,2016,Mar,Joe Gebbia,"https://www.ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust
"
310,843,40,1458067019,2016-03-15,"['Internet', 'brain', 'choice', 'comedy', 'decision-making', 'entertainment', 'goal-setting', 'humor', 'mind', 'online video', 'productivity', 'time', 'visualizations', 'work', 'writing']",14745406,2016,Mar,Tim Urban,"https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator
"
214,359,32,1458140400,2016-03-16,"['TED Fellows', 'activism', 'big problems', 'crime', 'design', 'innovation', 'interface design', 'product design', 'sexual violence', 'social change', 'software', 'violence', 'women']",1224191,2016,Mar,Jessica Ladd,"https://www.ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want
"
166,854,23,1458226907,2016-03-17,"['Debate', 'big problems', 'business', 'capitalism', 'collaboration', 'community', 'democracy', 'economics', 'global issues', 'government', 'identity', 'philosophy', 'policy', 'politics', 'psychology', 'social change', 'society']",1132964,2016,Mar,Arthur Brooks,"https://www.ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together
"
47,654,25,1458312270,2016-03-18,"['Senses', 'augmented reality', 'brain', 'computers', 'creativity', 'cyborg', 'demo', 'design', 'engineering', 'entrepreneur', 'innovation', 'interface design', 'invention', 'neuroscience', 'potential', 'prediction', 'product design', 'technology', 'visualizations']",1575381,2016,Mar,Meron Gribetz,"https://www.ted.com/talks/meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset
"
101,957,22,1458573387,2016-03-21,"['Criminal Justice', 'big problems', 'choice', 'compassion', 'decision-making', 'education', 'government', 'inequality', 'law', 'policy', 'race', 'social change', 'society']",1723874,2016,Mar,Adam Foss,"https://www.ted.com/talks/adam_foss_a_prosecutor_s_vision_for_a_better_justice_system
"
56,721,30,1458658582,2016-03-22,"['TEDx', 'business', 'culture', 'economics', 'personal growth', 'success', 'work', 'work-life balance']",1546664,2016,Mar,Carol Fishman Cohen,"https://www.ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break
"
87,747,27,1458744973,2016-03-23,"['ancient world', 'animals', 'biology', 'curiosity', 'ecology', 'environment', 'evolution', 'history', 'life', 'nature', 'paleontology', 'science']",2272081,2016,Mar,Latif Nasser,"https://www.ted.com/talks/latif_nasser_you_have_no_idea_where_camels_really_come_from
"
33,862,21,1458831656,2016-03-24,"['Africa', 'Internet', 'community', 'democracy', 'future', 'global development', 'global issues', 'government', 'identity', 'politics', 'potential']",992773,2016,Mar,Siyanda Mohutsiwa,"https://www.ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter
"
125,1145,28,1458917544,2016-03-25,"['NASA', 'communication', 'computers', 'creativity', 'design', 'engineering', 'exploration', 'future', 'innovation', 'interface design', 'invention', 'microsoft', 'potential', 'prediction', 'product design', 'technology', 'visualizations']",2224913,2016,Mar,Alex Kipman,"https://www.ted.com/talks/alex_kipman_the_dawn_of_the_age_of_holograms
"
93,687,30,1459178550,2016-03-28,"['Brazil', 'Slavery', 'art', 'beauty', 'community', 'creativity', 'culture', 'design', 'global issues', 'humanity', 'identity', 'photography', 'race', 'social change', 'society', 'visualizations']",1961502,2016,Mar,Angélica Dass,"https://www.ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color
"
335,818,19,1459263532,2016-03-29,"['Debate', 'Guns', 'activism', 'big problems', 'children', 'choice', 'community', 'future', 'goal-setting', 'government', 'law', 'marketing', 'parenting', 'policy', 'social change', 'violence']",1096198,2016,Mar,Dan Gross,"https://www.ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal
"
92,771,26,1459350909,2016-03-30,"['Planets', 'TEDx', 'astrobiology', 'bacteria', 'biology', 'engineering', 'environment', 'evolution', 'exploration', 'future', 'innovation', 'intelligence', 'microbiology', 'nature', 'potential', 'science']",1468353,2016,Mar,Lisa Nip,"https://www.ted.com/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space
"
23,638,34,1459436743,2016-03-31,"['business', 'creativity', 'curiosity', 'goal-setting', 'innovation', 'leadership', 'motivation', 'potential', 'success', 'work']",1743987,2016,Mar,Knut Haanaes,"https://www.ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them
"
135,925,33,1459522067,2016-04-01,"['business', 'creativity', 'curiosity', 'decision-making', 'exploration', 'failure', 'innovation', 'invention', 'leadership', 'motivation', 'personal growth', 'potential', 'success', 'work']",6484404,2016,Apr,Adam Grant,"https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
"
35,915,14,1459781500,2016-04-04,"['Internet', 'big problems', 'code', 'future', 'government', 'health care', 'innovation', 'potential', 'programming', 'society', 'technology']",961158,2016,Apr,Haley Van Dyck,"https://www.ted.com/talks/haley_van_dyck_how_a_start_up_in_the_white_house_is_changing_business_as_usual
"
73,1234,19,1459868691,2016-04-05,"['Internet', 'big problems', 'collaboration', 'communication', 'community', 'economics', 'engineering', 'environment', 'future', 'global development', 'global issues', 'government', 'green', 'history', 'humanity', 'inequality', 'infrastructure', 'innovation', 'investment', 'map', 'mobility', 'policy', 'politics', 'pollution', 'potential', 'social change', 'society', 'transportation', 'urban planning', 'visualizations', 'war', 'world cultures']",902761,2016,Apr,Parag Khanna,"https://www.ted.com/talks/parag_khanna_how_megacities_are_changing_the_map_of_the_world
"
45,724,32,1459953778,2016-04-06,"['art', 'beauty', 'code', 'computers', 'design', 'entertainment', 'film', 'magic', 'movies', 'programming', 'science', 'technology', 'visualizations']",2617414,2016,Apr,Danielle Feinberg,"https://www.ted.com/talks/danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life
"
155,826,24,1460041392,2016-04-07,"['NASA', 'Planets', 'astronomy', 'exploration', 'extraterrestrial life', 'nature', 'science', 'technology', 'telescopes', 'universe']",2841795,2016,Apr,Tabetha Boyajian,"https://www.ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe
"
64,469,38,1460120732,2016-04-08,"['activism', 'big problems', 'business', 'corruption', 'economics', 'global issues', 'government', 'identity', 'inequality', 'investment', 'law', 'money', 'news', 'poverty']",1015683,2016,Apr,Robert Palmer,"https://www.ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next
"
149,1290,27,1460131229,2016-04-08,"['Internet', 'code', 'communication', 'computers', 'data', 'engineering', 'interview', 'invention', 'programming', 'technology', 'web']",2399273,2016,Apr,Linus Torvalds,"https://www.ted.com/talks/linus_torvalds_the_mind_behind_linux
"
140,1016,28,1460377474,2016-04-11,"['activism', 'big problems', 'climate change', 'collaboration', 'communication', 'community', 'future', 'global issues', 'government', 'humanity', 'identity', 'inequality', 'policy', 'politics', 'social change', 'social media']",1360404,2016,Apr,Hugh Evans,"https://www.ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world
"
139,1034,25,1460472100,2016-04-12,"['Mars', 'NASA', 'TED Books', 'architecture', 'climate change', 'engineering', 'environment', 'exploration', 'future', 'global issues', 'humanity', 'industrial design', 'invention', 'life', 'population', 'potential', 'prediction', 'rocket science', 'science', 'solar system', 'space', 'technology', 'transportation']",1419325,2016,Apr,Stephen Petranek,"https://www.ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive
"
65,642,24,1460560108,2016-04-13,"['big problems', 'biomechanics', 'biotech', 'cancer', 'disease', 'engineering', 'genetics', 'health', 'invention', 'medical research', 'medicine', 'microbiology', 'nanoscale', 'science', 'technology']",1417316,2016,Apr,Paula Hammond,"https://www.ted.com/talks/paula_hammond_a_new_superweapon_in_the_fight_against_cancer
"
45,932,25,1460645963,2016-04-14,"['big problems', 'collaboration', 'creativity', 'design', 'engineering', 'exploration', 'failure', 'future', 'global issues', 'invention', 'leadership', 'motivation', 'potential', 'product design', 'technology']",2300106,2016,Apr,Astro Teller,"https://www.ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure
"
36,589,23,1460732678,2016-04-15,"['communication', 'composing', 'grammar', 'journalism', 'language', 'storytelling', 'writing']",1060918,2016,Apr,Mary Norris,"https://www.ted.com/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen
"
107,891,24,1460991320,2016-04-18,"['alternative energy', 'big problems', 'climate change', 'collaboration', 'ebola', 'environment', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'green', 'history', 'humanity', 'innovation', 'law', 'leadership', 'motivation', 'nature', 'pollution', 'population', 'potential', 'security', 'social change', 'society', 'solar energy', 'technology']",1031398,2016,Apr,Christiana Figueres,"https://www.ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement
"
73,475,39,1461042000,2016-04-19,"['brain', 'communication', 'language', 'mind', 'speech']",2952041,2016,Apr,Chris Anderson,"https://www.ted.com/talks/chris_anderson_teds_secret_to_great_public_speaking
"
31,361,28,1461071338,2016-04-19,"['aging', 'books', 'humanity', 'identity', 'journalism', 'language', 'life', 'meditation', 'storytelling', 'writing']",1531062,2016,Apr,Joshua Prager,"https://www.ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life
"
77,889,26,1461164686,2016-04-20,"['DNA', 'biodiversity', 'biology', 'brain', 'conservation', 'environment', 'evolution', 'future', 'genetics', 'global issues', 'history', 'humanity', 'life', 'nature', 'potential', 'science', 'sustainability']",1973225,2016,Apr,Juan Enriquez,"https://www.ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely
"
35,670,35,1461250816,2016-04-21,"['activism', 'books', 'children', 'communication', 'education', 'family', 'health', 'parenting', 'visualizations', 'women']",1428083,2016,Apr,Aditi Gupta,"https://www.ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods
"
48,949,24,1461337230,2016-04-22,"['TED Books', 'adventure', 'ancient world', 'animals', 'asteroid', 'dinosaurs', 'environment', 'exploration', 'geology', 'history', 'humanity', 'nature', 'paleontology', 'science', 'universe']",1426970,2016,Apr,Kenneth Lacovara,"https://www.ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe
"
61,491,25,1461596412,2016-04-25,"['TED Fellows', 'business', 'community', 'economics', 'finance', 'identity', 'innovation', 'invention', 'microfinance', 'mobility', 'money', 'potential', 'society', 'technology']",1437353,2016,Apr,Shivani Siroya,"https://www.ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet
"
29,763,21,1461683185,2016-04-26,"['Internet', 'algorithm', 'art', 'composing', 'computers', 'creativity', 'culture', 'data', 'identity', 'illusion', 'map', 'media', 'performance art', 'society', 'software', 'time', 'visualizations']",1222519,2016,Apr,R. Luke DuBois,"https://www.ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data
"
139,518,34,1461758055,2016-04-27,"['choice', 'communication', 'fear', 'film', 'journalism', 'media', 'poverty', 'security', 'violence', 'war', 'women']",961423,2016,Apr,Ameera Harouda,"https://www.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza
"
40,772,17,1461854801,2016-04-28,"['big problems', 'business', 'climate change', 'economics', 'environment', 'finance', 'future', 'global issues', 'government', 'money', 'policy', 'pollution', 'sustainability']",1184083,2016,Apr,Michael Metcalfe,"https://www.ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change
"
67,928,25,1461942042,2016-04-29,"['DNA', 'biology', 'biotech', 'choice', 'complexity', 'disease', 'future', 'genetics', 'health', 'humanity', 'identity', 'machine learning', 'medical research', 'medicine', 'nature', 'potential', 'science', 'technology']",1503016,2016,Apr,Riccardo Sabatini,"https://www.ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being
"
24,617,30,1462201088,2016-05-02,"['TEDMED', 'children', 'choice', 'death', 'decision-making', 'family', 'life', 'medical research', 'medicine', 'parenting', 'science']",1431262,2016,May,Sarah Gray,"https://www.ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference
"
